masking,Score
0.1,0.9871538506038298
0.2,0.9868452772703052
0.3,0.9857994854646306
0.4,0.9864062966852546
0.5,0.9859763391805010
0.6,0.9862589527180524
0.7,0.9872081618301197
0.8,0.9888258485965679
0.9,0.9913543647349797
