Regularization1,RMSE
0.01,1.03594912155051
0.02,1.02084515844652
0.03,1.01042337334296
0.04,1.00025135794381
0.05,0.993742877469512
0.06,0.989512325810287
0.07,0.98602429336367
0.08,0.984064004643545
0.09,0.98318505721001
0.1,0.984519871110446
0.11,0.988678184014388
0.12,0.991242542022093
0.13,0.994526088791311
0.14,0.997957983765155
0.15,0.99992123081901
0.16,1.00007778830272
0.17,1.00005965248412
0.18,1.0001486994369
0.19,1.00010752483456
0.2,1.00004037259214
