1,      0.99304414452446
2,      0.987251409989947
3,      0.985981463531479
4,      0.984463289048418
5,      0.983440495237435
6,      0.982761938830451
7,      0.982934326969064
8,      0.983174568820737
9,      0.982439156608785
10,     0.983165048525966
11,     0.983239732119877
12,     0.983275596660362
13,     0.984403590917709
14,     0.984248592325321
15,     0.984313455891595
16,     0.984544240047128
17,     0.984529188711745
18,     0.984894197357446
19,     0.985252650858863
20,     0.985132861053922
